epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	26.9895	16.8220	20.0000	12.0000	2.6667
2	26.1597	11.2146	15.3846	4.1958	0.0000
3	20.0245	24.7762	18.2927	6.0976	0.0000
4	19.5756	27.4329	23.2558	5.8140	2.3256
5	26.1189	32.7341	27.2727	14.1414	5.0505
6	50.4149	63.3557	63.7555	56.7686	32.3144
7	62.5221	68.1163	73.6842	67.5439	45.6140
8	55.9788	66.1218	70.1195	65.3386	48.6056
9	63.1071	68.6753	77.6371	73.4177	47.2574
10	69.8816	71.1631	78.4810	75.1055	59.0717
11	73.5138	76.2223	83.7607	82.0513	70.0855
12	75.6088	76.5114	84.1202	83.2618	72.1030
13	75.5816	75.5250	83.6207	82.7586	70.6897
14	75.2279	76.2831	82.9060	80.3419	63.2479
15	74.3300	77.6557	83.7607	82.0513	65.8120
16	76.6018	75.9976	85.3448	81.8966	68.1034
17	74.3844	73.3785	82.4561	79.8246	60.5263
18	74.1668	74.8071	83.6207	81.0345	64.6552
19	76.3161	79.1864	85.1064	80.8511	65.5319
20	74.2484	78.3870	84.3882	81.8565	64.9789
21	77.6629	74.9517	83.6207	83.6207	68.9655
22	77.7853	78.9787	85.5932	84.7458	74.5763
23	75.4455	76.6112	85.5932	83.0508	68.6441
24	77.6765	83.0554	86.3071	84.6473	73.8589
25	75.2007	78.0263	83.0508	79.6610	66.1017
26	75.6360	81.9840	87.0293	84.5188	70.2929
27	76.7107	80.0076	84.5188	84.5188	70.2929
28	77.0643	77.7761	83.0508	83.0508	68.6441
29	78.7648	86.6984	89.7959	88.1633	78.3673
30	76.6290	77.2400	83.5443	81.8565	70.0422
31	79.5130	80.1728	86.6667	85.0000	75.8333
32	77.7173	78.0044	84.3882	83.5443	73.4177
33	78.3431	80.9090	84.7737	84.7737	73.2510
34	77.1596	80.6234	86.5546	84.8739	75.6303
35	76.1257	77.4942	83.8983	83.0508	72.8814
36	78.3159	84.5441	89.6000	88.8000	77.6000
37	76.0033	78.9872	84.8739	83.1933	71.4286
38	78.9416	84.0418	89.3443	88.5246	77.8689
39	78.7648	83.3651	87.9668	87.9668	76.3485
40	78.6016	82.1321	88.7029	88.7029	78.6611
41	79.0369	81.2563	87.3950	87.3950	76.4706
42	79.6354	84.1248	87.8049	86.9919	77.2358
43	78.2479	81.9209	87.6033	87.6033	77.6860
44	77.4452	82.4687	87.1369	86.3071	74.6888
45	78.8056	81.6949	87.6033	85.1240	73.5537
46	77.9350	84.5542	89.2562	89.2562	81.8182
47	77.9486	86.2017	90.0398	89.2430	82.8685
48	78.1662	83.3860	89.5161	88.7097	76.6129
49	79.7034	85.1387	89.7119	89.7119	82.3045
50	78.3567	85.3768	88.7097	87.0968	81.4516
