epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	19.0103	16.0952	22.4066	16.5975	13.2780
2	16.9112	18.7497	16.6667	12.3656	6.4516
3	37.8731	29.5787	33.8542	28.1250	16.6667
4	35.3804	37.0548	41.4566	33.6134	24.0896
5	51.8423	43.3873	50.8083	45.2656	31.4088
6	49.8735	40.6455	43.5318	38.6037	26.2834
7	57.7803	37.0439	45.0091	41.7423	30.4900
8	56.4701	40.8596	40.4803	36.3636	30.8748
9	61.5575	44.8236	51.2524	46.6281	37.7649
10	63.8110	39.3641	45.5150	42.1927	36.5449
11	58.8856	44.9945	49.7110	46.6281	37.7649
12	69.8391	51.7016	56.9767	53.1008	44.5736
13	66.3834	52.4129	52.3191	49.7217	41.1874
14	69.7336	53.0285	57.8218	55.0495	45.9406
15	72.3129	55.5581	58.7084	55.9687	47.7495
16	74.6161	59.5263	64.7541	60.2459	53.6885
17	72.1688	58.2499	60.3239	56.6802	48.9879
18	62.8120	46.5455	49.8221	46.6192	37.3665
19	76.7512	62.2018	65.8385	61.2836	54.2443
20	76.2624	64.6189	69.5842	67.3961	57.3304
21	74.0141	63.2603	67.0968	63.2258	52.9032
22	75.3166	64.7257	64.9789	62.8692	54.4304
23	75.1511	64.8373	68.5714	64.6154	59.3407
24	76.8687	62.8780	68.6957	66.0870	59.1304
25	77.7193	65.9072	73.4884	72.5581	61.3953
26	76.9621	70.4965	72.9792	70.6697	60.5081
27	76.9107	66.1220	71.3004	69.0583	59.6413
28	76.0532	68.8595	72.9858	69.1943	62.0853
29	76.5651	63.0761	64.7541	62.7049	53.6885
30	76.6097	69.8737	73.5160	69.8630	61.6438
31	77.1328	68.0900	73.7089	71.3615	61.0329
32	77.5289	65.0237	72.2348	69.0745	60.4966
33	78.6162	66.1136	71.7833	69.9774	61.8510
34	78.7345	61.7519	67.7686	64.8760	56.6116
35	78.6848	68.1138	74.9436	70.8804	62.3025
36	79.9350	63.9615	71.9828	70.6897	60.7759
37	80.0542	69.2009	74.7204	70.6935	62.1924
38	80.2377	66.9282	71.4597	70.1525	60.1307
39	80.1176	70.4456	76.1229	76.1229	65.2482
40	78.7946	64.2849	74.3243	72.5225	60.3604
41	78.9077	66.8628	75.1708	74.2597	63.3257
42	73.0649	56.9303	60.4915	57.8450	46.5028
43	75.8920	61.1349	69.9153	68.2203	56.3559
44	79.9384	71.2888	78.4223	77.4942	64.9652
45	77.4938	65.6093	70.4104	69.1145	57.8834
46	79.2585	60.5672	64.4269	64.4269	54.1502
47	80.8182	71.5923	79.0588	77.1765	67.7647
48	81.1543	73.3401	79.8100	78.3848	69.3587
49	82.2956	72.3443	79.7235	77.4194	68.2028
50	76.4545	65.2731	70.1299	67.5325	56.2771
