epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	21.2778	14.7088	20.9205	15.8996	10.0418
2	29.4248	22.2295	23.2099	21.2346	15.3086
3	34.0858	28.0714	33.9833	28.4123	17.2702
4	43.4211	39.5914	43.2000	38.9333	26.1333
5	36.5365	35.4471	36.9021	34.6241	27.3349
6	56.0903	40.5304	44.0816	42.8571	33.4694
7	59.4098	41.3873	50.7216	45.7732	37.5258
8	58.8816	37.8698	44.9558	42.4779	31.1504
9	54.2888	30.3236	35.4467	32.5648	25.3602
10	57.0389	36.6485	39.9361	35.7827	30.0319
11	66.6770	47.7066	48.4053	44.2777	34.1463
12	51.3704	44.5488	44.6352	41.6309	31.3305
13	63.8798	48.8204	49.8182	46.5455	38.1818
14	69.8132	51.3555	55.2239	52.2388	42.9104
15	67.3642	51.7608	55.4955	51.5315	41.0811
16	71.7762	57.6524	60.6061	57.7778	48.8889
17	74.1991	61.2251	67.9406	64.1189	54.7771
18	70.6618	60.8513	64.3443	60.2459	51.2295
19	71.1925	60.1418	60.3622	57.9477	50.7042
20	64.8646	51.8653	55.9223	51.2621	42.3301
21	72.8703	61.8842	65.1357	62.6305	53.4447
22	71.6113	58.6841	64.1509	62.0545	49.8952
23	72.6887	61.5608	66.1088	61.9247	53.1381
24	74.1596	60.6491	64.7541	61.8852	52.4590
25	73.3548	60.4792	63.0081	60.9756	49.5935
26	73.0562	61.0143	63.4538	61.8474	50.6024
27	73.2900	64.7727	65.6904	63.5983	53.5565
28	73.0596	64.8358	67.2340	65.1064	55.7447
29	74.5835	61.0182	68.6071	65.6965	55.7173
30	65.1556	48.0149	51.9337	47.5138	37.9374
31	71.9797	59.8059	62.1242	60.5210	49.6994
32	59.1314	34.7374	39.6717	36.9357	28.1806
33	72.6222	54.6608	59.5506	56.1798	46.8165
34	70.9906	55.5329	62.5743	58.6139	51.0891
35	75.3892	59.9133	64.1732	61.8110	53.1496
36	75.4144	61.0508	62.5743	60.1980	52.6733
37	75.1444	63.3622	63.3858	60.6299	52.7559
38	75.0957	67.3340	69.6581	65.8120	58.9744
39	75.6255	69.6043	72.3214	69.1964	59.3750
40	75.6827	66.2245	68.6825	66.9546	59.1793
41	75.8963	70.2425	72.4444	68.4444	60.8889
42	75.6541	66.7283	70.9957	67.9654	58.0087
43	76.6280	68.8396	75.1131	72.3982	62.4434
44	77.2655	67.2946	72.9614	69.9571	60.5150
45	77.6028	68.7605	73.9606	71.7724	59.9562
46	78.1225	71.0779	76.8539	75.0562	63.8202
47	78.7516	68.1064	74.3590	72.2222	62.3932
48	78.0561	71.3813	76.7123	74.8858	65.2968
49	78.6641	65.3715	73.1915	71.9149	63.4043
50	79.0855	72.0905	76.6520	73.1278	63.8767
