epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	21.3384	44.3152	43.1585	36.4075	22.9656
2	32.1614	40.8044	38.4522	30.4232	20.0242
3	42.7045	49.0174	49.1426	41.7712	28.4617
4	48.0701	53.7376	53.2919	46.4489	32.6076
5	50.1891	51.7382	49.8558	42.8834	28.3093
6	43.0422	52.5433	49.9015	41.8565	27.1730
7	60.8881	60.8833	60.5930	55.4178	42.1563
8	58.0422	57.2808	57.4150	50.3946	37.0068
9	59.0532	62.1344	61.3250	56.5685	41.2231
10	58.6077	57.1053	56.6353	48.7983	35.5799
11	60.8211	64.4286	64.5722	58.5694	44.3198
12	64.5255	64.2350	63.5693	56.9008	44.0558
13	50.7048	56.7973	56.8664	48.9116	35.3131
14	55.9428	57.8016	56.1637	49.7698	35.9591
15	62.9084	61.6084	62.5897	56.2616	43.0205
16	60.7884	58.0531	59.0216	51.8148	37.8222
17	62.6358	62.1557	60.7723	54.1678	40.0533
18	62.5477	61.1391	62.1413	55.0773	41.5563
19	63.3018	63.3293	63.7989	55.1397	40.3911
20	58.7305	60.5387	60.6345	53.6276	38.0690
21	63.1373	63.4733	64.5793	57.4224	43.3324
22	63.8732	63.4087	63.2286	56.9433	41.2033
23	37.8359	45.2967	38.9859	31.5714	19.8517
24	64.6373	65.6512	65.0622	59.6404	45.4772
25	64.6100	64.6258	62.1916	55.8769	42.3454
26	67.0250	67.4941	67.8129	61.4994	47.9143
27	66.5865	64.4092	67.4794	60.5047	45.4777
28	58.3524	61.4310	60.3663	54.4731	39.3417
29	64.7356	66.5926	66.0263	60.2086	45.0055
30	64.6391	63.0520	64.8487	58.1402	43.7415
31	65.6412	66.7694	68.0011	61.4604	48.8300
32	65.8517	66.8028	67.1996	60.6946	47.2437
33	57.5689	60.2223	58.0816	51.6163	36.9369
34	61.3656	62.7952	64.4624	58.1183	43.2258
35	67.5163	68.3622	70.1904	63.1429	49.1049
36	64.0423	64.0268	65.0376	57.8947	42.3738
37	65.7259	66.2785	66.8652	59.8267	44.3963
38	45.9974	52.2363	49.3623	42.9607	28.9572
39	63.9464	61.8719	62.6920	55.6105	40.5624
40	61.3838	58.0206	58.0098	51.3757	35.3304
41	66.2496	64.6327	65.7831	59.4536	44.7931
42	68.5231	66.8542	68.5475	62.1229	47.7095
43	57.8738	64.6748	66.7211	59.9184	46.0408
44	66.5984	67.2809	69.0544	61.9484	48.2521
45	67.1803	69.2411	70.9371	65.2308	51.0769
46	68.0809	69.7950	70.6340	63.9600	50.3337
47	69.8153	70.4339	73.7084	67.6234	53.6165
48	70.6099	69.6571	72.6423	66.3358	53.2555
49	69.1201	68.9830	70.0592	63.4895	49.3269
50	68.6775	70.8245	72.0567	65.6454	53.2199
