epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	22.8501	0.0000	0.0000	0.0000	0.0000
2	29.0172	7.4407	9.7222	8.3333	0.0000
3	34.8280	13.0684	19.8675	17.2185	7.9470
4	42.4816	40.3960	44.7489	39.2694	24.6575
5	54.1032	68.9259	67.1875	60.1562	44.5313
6	56.0442	61.9299	58.4270	53.1835	37.4532
7	62.6781	60.0434	62.0155	56.5891	43.4109
8	67.7027	74.0931	69.9248	66.9173	50.3759
9	67.7764	68.5534	66.9202	65.3992	53.9924
10	66.9656	70.2844	71.4286	66.1654	51.1278
11	73.9066	72.1024	77.1536	72.6592	59.9251
12	70.6265	73.8636	77.6557	73.9927	57.8755
13	72.2727	71.8605	78.6260	73.2824	52.6718
14	72.2850	74.9537	75.6364	73.4545	59.6364
15	74.4226	75.9184	81.6479	78.6517	60.6742
16	74.3735	75.9151	79.4118	75.7353	58.0882
17	73.8084	78.0659	81.2030	79.6992	62.4060
18	73.0713	75.9525	79.0875	75.2852	60.0760
19	72.8133	76.8787	79.2593	77.7778	57.7778
20	72.9975	77.8545	80.4428	77.4908	57.5646
21	73.8821	77.1241	79.5539	78.0669	57.9926
22	73.7838	73.9836	77.6224	74.8252	60.1399
23	73.5749	78.7910	82.7068	80.4511	63.1579
24	75.9459	78.6238	83.7736	82.2642	63.3962
25	73.9681	77.2926	82.3077	79.2308	63.8462
26	76.8796	78.0612	82.9787	80.1418	60.2837
27	73.3538	76.8413	81.6479	79.4007	60.6742
28	76.3145	79.8917	84.2491	79.8535	61.5385
29	73.7469	77.6855	81.9549	78.1955	61.6541
30	75.2334	74.7495	80.1444	75.8123	57.7617
31	76.7322	79.3327	84.7584	81.7844	63.9405
32	74.4226	75.9478	81.1808	78.9668	61.2546
33	74.0418	76.4192	82.7068	77.4436	62.4060
34	74.5209	75.0430	80.7407	80.0000	63.7037
35	76.4251	79.8485	83.2117	81.7518	62.7737
36	74.8157	76.9626	82.5279	81.7844	64.6840
37	74.7789	76.8663	78.5455	76.3636	57.4545
38	75.2826	78.7941	83.7037	80.7407	65.1852
39	74.6437	77.4290	82.1818	78.5455	60.3636
40	76.2776	78.3704	83.2117	81.7518	61.3139
41	74.0418	75.8853	78.8321	75.1825	60.5839
42	74.8280	77.5640	81.0409	80.2974	64.6840
43	77.3710	77.1137	81.2500	79.1667	61.1111
44	76.3882	74.9233	82.5279	81.7844	64.6840
45	75.0614	79.5259	83.3333	81.1594	63.7681
46	76.9779	79.4394	84.9817	82.7839	68.1319
47	73.8206	78.7139	80.5970	79.1045	62.6866
48	76.0074	79.4929	82.8571	80.7143	60.7143
49	75.2088	78.7450	81.7518	79.5620	62.0438
50	76.3636	76.3917	82.7338	80.5755	61.8705
