epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	23.4029	0.0000	0.0000	0.0000	0.0000
2	26.4874	5.4762	10.0719	2.8777	0.0000
3	33.9517	24.3112	29.0698	18.6047	6.9767
4	42.4149	42.4915	47.9638	39.8190	22.6244
5	50.9440	65.4846	70.8029	59.1241	39.4161
6	57.9254	70.8938	75.0000	65.9091	43.1818
7	62.0527	64.6508	72.6562	66.4062	50.0000
8	66.1471	74.1194	77.2059	72.7941	52.9412
9	65.7300	67.9938	76.4706	72.0588	55.8824
10	69.3853	73.2520	79.5699	75.9857	58.7814
11	70.8342	73.9991	83.5165	78.3883	63.7363
12	72.8760	75.0709	83.1461	81.6479	65.9176
13	71.5038	73.8243	80.7143	72.1429	58.5714
14	73.2053	77.8698	84.7826	82.6087	65.9420
15	72.9089	79.1863	83.3922	77.7385	59.3640
16	72.3710	77.2265	82.1429	77.8571	58.5714
17	74.7091	76.7195	84.5878	82.4373	63.7993
18	76.3996	76.6613	84.5878	80.2867	67.3835
19	76.0044	79.1943	83.9416	81.0219	69.3431
20	74.8518	77.4591	84.3972	80.1418	63.8298
21	75.4007	76.2589	84.5070	81.6901	67.6056
22	73.0406	76.6167	81.5331	77.3519	61.3240
23	71.4709	76.2120	82.1429	77.1429	62.1429
24	75.2689	82.3059	85.9259	83.7037	68.1481
25	74.6432	79.1321	83.7545	79.4224	62.8159
26	73.0626	78.7494	83.8710	76.7025	62.3656
27	75.4775	79.2613	84.8921	81.2950	66.1871
28	74.5884	80.2323	86.1210	81.8505	64.7687
29	76.6411	80.6181	85.3047	81.7204	65.2330
30	74.8847	80.6166	85.6115	79.1367	64.7482
31	76.5423	83.4225	86.1314	82.4818	65.6934
32	76.4874	77.0408	83.2740	79.0036	64.7687
33	76.0703	80.3422	85.8156	82.9787	68.7943
34	76.5752	79.8558	86.0140	82.5175	67.1329
35	76.0593	79.3572	84.7222	80.5556	63.8889
36	78.2108	80.1210	86.7384	83.8710	66.6667
37	76.0922	75.3205	83.0986	78.8732	64.0845
38	72.8540	78.0744	83.0325	77.9783	62.8159
39	74.4127	78.4334	83.5714	82.1429	63.5714
40	75.1372	77.1389	84.2857	80.0000	62.1429
41	75.6312	78.8143	85.0174	81.5331	62.0209
42	73.6992	74.2726	82.2695	78.7234	60.2837
43	77.9363	81.1997	85.0000	80.0000	65.0000
44	76.2349	75.7609	84.2857	80.0000	67.1429
45	76.3447	80.8188	85.0000	81.4286	69.2857
46	75.8507	78.0489	84.6975	78.2918	64.0569
47	71.3941	77.2575	80.7143	77.8571	58.5714
48	77.3765	78.9042	84.4444	79.2593	67.4074
49	73.5016	74.8022	82.7338	76.2590	60.4317
50	74.2591	71.9101	80.8824	77.2059	65.4412
