epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	42.2437	8.2190	10.4623	6.0827	3.0819
2	36.0798	15.4832	15.4522	13.1694	7.3749
3	47.3916	18.8994	23.4856	19.1985	12.3020
4	32.6771	16.1765	19.1630	15.1982	9.9119
5	64.2002	31.5054	36.3395	32.6260	25.7294
6	53.3721	21.0099	27.6680	22.7273	14.2292
7	65.1186	33.5564	37.5940	32.5815	24.0602
8	55.9448	22.2335	28.4519	24.4770	16.9456
9	63.0977	38.2240	45.3988	39.5706	32.2086
10	62.2894	42.2899	45.4090	43.4057	34.3907
11	63.1271	36.0589	42.2452	38.4047	31.9055
12	70.3531	44.3685	52.5478	46.1783	40.1274
13	70.8426	42.7064	50.6787	46.4555	35.8974
14	76.0494	42.5671	51.4032	46.3811	39.8818
15	74.8173	42.8408	53.5484	48.7097	42.5806
16	72.4725	41.8922	51.7720	47.1495	38.5208
17	74.3589	42.7524	52.9968	48.8959	39.7476
18	72.5120	44.6368	53.6184	50.0000	41.7763
19	72.7795	44.0568	53.4181	48.3307	41.3355
20	71.3472	40.3258	47.3214	44.3452	36.0119
21	73.0108	38.8370	50.5051	45.8874	38.0952
22	68.6417	38.8952	48.0463	44.5731	35.0217
23	73.2799	39.1896	50.2177	45.8636	37.4456
24	73.3455	42.5482	53.3752	50.5495	40.8163
25	75.2185	45.7658	54.8701	52.9221	42.8571
26	75.5675	43.5042	52.3449	50.2269	42.3601
27	72.9553	41.6956	51.8293	47.8659	39.3293
28	73.1966	43.1451	51.9201	48.2335	41.4747
29	75.4952	46.2777	54.3720	51.1924	43.2432
30	75.8408	44.6381	53.3128	50.2311	42.8351
31	74.2874	41.1258	50.2924	46.7836	39.7661
32	74.4414	45.8170	53.7842	49.9195	42.1900
33	63.1902	41.6668	49.0741	44.1358	37.3457
34	60.6452	20.8888	27.9026	24.3446	18.3521
35	37.8165	14.7076	17.0989	14.9856	10.5668
36	60.5931	21.9952	28.2353	24.5098	18.8235
37	68.7804	32.9983	40.9731	37.9001	30.4738
38	73.1260	35.7058	44.6499	39.3659	30.9115
39	72.2589	31.9982	41.2621	37.8641	29.8544
40	72.6315	32.0510	41.4724	37.7914	30.6748
41	70.8586	37.7006	45.7143	40.2721	32.3810
42	71.1126	34.6242	43.3890	39.2811	30.5520
43	71.4860	35.4563	45.5764	40.7507	32.9759
44	71.1294	34.7444	43.6268	41.2615	32.3259
45	72.0058	34.1300	43.0218	39.1805	31.2420
46	71.5171	34.1336	44.0633	40.3694	32.7177
47	71.7173	36.8892	46.2604	42.6593	34.3490
48	71.5524	34.3693	43.6031	39.9478	32.1149
49	70.9646	34.8161	43.5356	40.6332	32.1900
50	71.6921	36.6057	45.8162	42.5240	34.0192
