epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	34.9585	8.6535	8.5206	5.5243	3.1835
2	43.3104	18.7041	20.4969	16.7702	12.0083
3	55.2045	21.9943	28.3316	23.0850	18.6779
4	60.0818	26.5495	30.8982	27.7844	22.5150
5	71.1733	41.6911	47.9389	43.6641	35.7252
6	60.7121	20.7653	25.8065	22.4885	17.8802
7	61.4906	40.1983	46.4883	42.8094	35.4515
8	64.3889	36.2606	44.0580	40.8696	31.0145
9	72.9200	39.2659	46.0894	40.7821	34.6369
10	73.3161	45.8020	54.5769	51.4680	41.1054
11	75.4169	41.5768	51.7460	48.2540	39.6825
12	75.7805	41.6891	51.6746	48.4848	37.0016
13	75.0517	42.5665	50.6998	48.2115	37.9471
14	75.1786	47.6545	56.4626	52.0408	43.8776
15	77.0616	54.8816	56.1717	53.6673	47.5850
16	77.2202	55.7107	59.3284	57.0896	49.2537
17	78.4198	51.4238	57.5342	54.7945	45.8904
18	77.6867	57.6255	63.5161	59.3573	51.0397
19	78.0889	55.3254	61.7647	58.8235	50.3676
20	77.9937	51.8014	59.2982	55.0877	48.4211
21	77.4826	53.8467	58.6146	55.7726	46.8917
22	78.6471	59.7402	63.8462	61.1538	51.9231
23	77.5504	55.8007	60.0733	57.5092	50.1832
24	78.7388	59.5347	62.1723	58.0524	49.8127
25	77.9174	50.6390	57.0940	53.3333	46.8376
26	79.2945	54.4688	59.4595	56.9369	49.3694
27	77.2374	52.7336	59.4690	55.9292	48.1416
28	77.1611	57.4406	57.7697	55.2102	48.6289
29	66.4503	36.5105	40.3769	36.3392	29.6097
30	54.6025	23.7929	25.8929	22.3214	16.9643
31	56.1734	21.2396	25.8438	22.3722	17.9364
32	71.6175	36.3448	43.5021	39.3981	32.2845
33	75.6871	41.9165	47.4527	44.5415	37.5546
34	76.3396	39.1835	45.8390	43.1105	35.7435
35	76.5171	44.1285	52.3962	50.4792	43.1310
36	76.7563	45.2704	50.0745	47.3920	39.0462
37	77.3377	47.4570	53.6116	50.7223	42.6966
38	76.9698	54.3798	57.4431	55.6918	47.2855
39	76.8361	51.9089	52.7157	48.8818	42.4920
40	77.7613	52.2740	58.2322	55.8059	47.8336
41	77.4003	52.7636	57.0435	55.3043	47.6522
42	77.5135	50.3289	56.4626	53.7415	46.2585
43	77.6395	53.5023	57.6923	56.2937	48.2517
44	77.6421	52.6242	56.8995	54.1738	46.6780
45	77.8410	52.1149	57.5862	55.1724	47.9310
46	77.3677	52.5845	56.6038	54.8885	46.6552
47	77.6944	51.4405	56.5144	53.8071	46.7005
48	77.6498	50.6379	56.3758	53.6913	45.9732
49	77.6052	54.8580	58.1882	56.0976	47.7352
50	77.9182	53.9685	59.5365	57.3975	48.8414
