epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	23.4752	22.5472	12.3457	9.8765	1.2346
2	23.0676	5.4994	10.1449	2.8986	0.0000
3	25.0302	17.0965	18.8679	10.0629	3.7736
4	40.8665	37.2318	42.4870	37.3057	27.9793
5	55.2838	58.6596	65.2542	61.0169	42.3729
6	60.2053	68.2104	70.2041	66.9388	51.4286
7	64.5682	73.7862	77.0992	76.3359	54.9618
8	70.4106	73.8701	77.9923	73.3591	60.2317
9	70.3804	76.3322	82.8685	80.4781	66.1355
10	73.2186	77.6309	81.2749	80.4781	66.1355
11	74.0036	80.0488	85.3846	83.8462	68.4615
12	72.7204	80.9022	85.0394	84.2520	66.9291
13	73.4300	79.7658	83.5938	82.0312	71.8750
14	74.8188	82.8579	86.8526	85.2590	74.1036
15	75.9209	84.0548	88.3721	85.2713	70.5426
16	75.5586	83.8450	87.1595	85.6031	73.1518
17	75.1661	83.6580	88.1890	85.8268	70.0787
18	73.9885	83.7112	86.8217	86.8217	73.6434
19	73.4300	81.5977	88.4615	86.1538	70.7692
20	76.0266	84.2159	88.8031	86.4865	70.2703
21	77.5513	87.0732	91.0506	87.9377	76.2646
22	76.8267	82.4838	88.3019	85.2830	73.9623
23	77.7627	84.6652	89.1473	87.5969	74.4186
24	77.8835	85.2605	89.9225	88.3721	73.6434
25	77.9438	87.2144	91.4063	88.2813	73.4375
26	78.3967	86.2384	90.9091	89.3281	76.6798
27	77.6268	85.5310	91.3386	87.4016	75.5906
28	77.9891	85.1660	89.8438	86.7187	75.0000
29	77.9287	85.7004	90.9804	89.4118	74.5098
30	78.3514	85.7436	91.3386	88.1890	77.1654
31	78.4269	86.4239	91.7647	89.4118	77.6471
32	78.1401	86.2384	90.9091	88.5375	74.3083
33	78.6987	86.5933	91.4063	89.0625	77.3438
34	78.6685	88.4833	92.1260	88.1890	76.3780
35	78.7440	86.9186	90.5512	89.7638	75.5906
36	78.8496	86.7486	92.0635	89.6825	76.9841
37	78.4722	87.7226	92.5490	89.4118	75.2941
38	78.5930	86.9186	92.9134	90.5512	77.1654
39	79.0610	86.9186	92.1260	88.9764	76.3780
40	78.2458	86.5700	92.0635	89.6825	75.3968
41	79.1818	87.4628	92.4901	91.6996	76.6798
42	78.1552	85.7436	90.5512	89.7638	74.8031
43	79.1365	87.1969	93.3852	91.0506	77.0428
44	78.6836	86.5341	91.7647	90.1961	76.8627
45	78.8798	84.6565	91.0506	90.2724	75.4864
46	78.8949	87.0732	92.9688	91.4063	76.5625
47	79.3025	86.4239	92.5490	91.7647	77.6471
48	79.2874	86.5785	92.1260	90.5512	75.5906
49	78.6081	88.7616	93.7500	91.4063	77.3438
50	78.8798	88.1771	92.4901	90.9091	75.8893
