epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	21.7249	0.0000	0.0000	0.0000	0.0000
2	27.7785	5.6073	10.2941	2.9412	0.0000
3	37.1922	22.7900	29.9401	19.1617	11.9760
4	47.7078	48.4846	54.6296	48.1481	35.1852
5	60.3047	64.9114	65.6716	59.7015	46.2687
6	63.0390	70.2636	69.3727	63.4686	50.1845
7	69.3783	74.6802	76.0870	72.4638	60.8696
8	71.9358	75.0451	77.2727	75.0000	59.0909
9	72.7928	80.1010	83.1373	79.2157	68.2353
10	76.4250	76.1541	81.5094	80.7547	68.6792
11	77.3092	78.7792	82.4427	81.6794	70.9924
12	76.7107	84.8901	87.5000	85.1562	68.7500
13	78.3975	82.2997	85.6031	82.4903	71.5953
14	79.4042	84.4797	85.6031	84.0467	74.7082
15	77.8942	83.6651	86.5079	84.1270	72.2222
16	78.9416	89.2143	89.5753	87.2587	79.5367
17	77.7037	84.7115	86.5079	81.7460	69.8413
18	77.4588	84.8530	84.9206	83.3333	75.3968
19	77.9486	85.4974	84.7328	80.9160	72.5191
20	78.2887	86.9325	87.7470	83.7945	74.3083
21	78.5335	86.9620	87.8431	84.7059	75.2941
22	79.0777	89.7364	87.0229	84.7328	77.0992
23	79.3225	88.6025	89.1473	87.5969	76.7442
24	80.3156	89.3168	89.2308	88.4615	80.0000
25	79.4994	89.2519	87.2587	84.1699	77.9923
26	78.4383	87.0798	87.9377	82.4903	73.1518
27	80.0299	87.8506	89.1473	87.5969	77.5194
28	80.4244	87.8096	89.4737	87.9699	76.6917
29	79.5538	86.6602	89.7638	87.4016	78.7402
30	80.3836	87.5413	89.3939	86.3636	78.0303
31	78.9416	88.6777	88.8889	87.3563	75.8621
32	80.2068	89.7120	89.8113	88.3019	76.9811
33	79.2953	90.3372	88.8031	88.8031	76.4479
34	79.8803	86.1919	87.6404	86.8914	76.4045
35	79.8667	89.4429	90.2724	86.3813	77.0428
36	79.0505	89.0890	90.4943	88.2129	79.0875
37	81.1590	88.8366	90.8397	88.5496	78.6260
38	79.8939	91.3576	91.9540	88.1226	78.1609
39	79.6898	88.6777	89.3130	87.0229	79.3893
40	80.5469	89.6534	91.9540	89.6552	78.1609
41	80.7373	90.6057	92.2481	89.9225	79.8450
42	80.6421	90.6057	91.9540	89.6552	78.9272
43	80.7237	89.9374	92.7203	90.4215	81.2261
44	81.2815	90.3175	91.6667	90.1515	80.3030
45	80.9414	89.6534	91.9540	90.4215	79.6935
46	80.2884	91.2242	91.1197	89.5753	77.9923
47	80.0027	90.6057	90.4215	90.4215	78.9272
48	80.0571	90.6057	91.5385	90.0000	77.6923
49	82.2065	90.1529	91.5385	91.5385	83.8462
50	81.6488	91.4461	92.7203	91.1877	83.5249
