epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	28.7288	17.1729	11.0941	8.7316	5.6504
2	41.7966	17.1408	11.9670	9.5823	6.3325
3	49.5860	20.1660	14.7086	12.1310	7.8860
4	44.7704	24.1434	15.2766	12.3478	8.3445
5	53.0941	25.9354	18.0060	15.3753	10.6623
6	53.7027	26.2027	17.7373	15.0517	10.5014
7	60.5330	27.0354	19.1023	16.2006	11.5631
8	57.0461	28.8578	21.2078	17.9948	13.1806
9	60.9662	28.3590	20.8351	17.9025	13.0429
10	59.4805	29.0248	23.0308	19.6221	14.7446
11	59.8217	29.2127	20.6601	18.0776	13.3173
12	60.5673	34.9682	24.2917	21.0491	16.1795
13	61.5979	31.4381	23.5755	20.7456	15.4667
14	61.6976	29.6388	21.0016	18.1569	13.5193
15	62.1801	31.9962	22.1483	19.3971	14.7788
16	64.1323	32.9348	23.1384	20.2834	15.6600
17	63.1898	30.4621	21.2008	18.5187	14.1307
18	63.9110	29.2240	21.6909	18.9697	14.4935
19	63.7368	27.8908	18.8668	16.5320	12.2541
20	64.7752	32.3612	22.5419	19.6938	14.9891
21	62.9152	31.1471	20.1239	17.5593	13.3112
22	65.9408	30.7500	21.6896	18.9927	14.5137
23	63.5904	32.8935	24.5667	22.0081	17.0128
24	66.2680	32.4545	21.1791	18.8880	14.5665
25	64.1593	30.9166	19.3511	17.0496	12.8370
26	59.5523	27.8089	20.2609	17.4277	12.9686
27	67.7518	29.4588	21.6452	18.9454	14.5676
28	63.4094	32.6680	21.6522	19.2228	14.7704
29	66.3182	31.1787	22.4377	19.9318	15.0737
30	65.7287	29.6091	21.1623	18.6355	14.2135
31	66.0859	30.7037	20.7401	18.3262	13.8268
32	65.0549	28.1083	19.2661	16.8421	12.8077
33	65.8575	28.1691	20.0169	17.6327	13.4425
34	64.4499	28.5288	19.1544	16.8612	12.7585
35	66.6994	30.0118	20.1870	17.8930	13.7379
36	66.9854	29.3460	20.2598	17.8919	13.6862
37	66.4474	29.6351	21.3964	18.8273	14.7983
38	66.8640	28.7502	19.9880	17.6390	13.6637
39	64.5806	27.4982	18.1524	16.1311	12.2148
40	68.5312	30.2127	19.7122	17.2680	13.2972
41	66.8874	28.9425	21.0392	18.5141	14.3482
42	50.7154	22.5888	13.1287	10.9735	7.9970
43	64.9115	29.1488	19.9683	17.6538	13.6496
44	64.3016	28.1557	18.0329	15.9090	12.2738
45	65.5583	29.2320	18.8784	16.5290	12.9343
46	65.4201	26.9732	19.5918	17.2194	13.3163
47	63.3535	27.4114	17.9762	15.7464	11.8973
48	65.6899	29.0733	20.3523	18.1303	14.0227
49	64.7942	26.3689	17.8417	15.5955	11.8469
50	67.0518	29.2563	19.6288	17.3898	13.5095
