epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	54.7817	46.6027	49.3421	45.3947	30.2632
2	50.5373	38.6624	42.4437	36.0129	23.7942
3	63.3655	53.4699	63.2258	58.0645	41.2903
4	63.9233	61.9767	71.8310	64.0845	47.8873
5	61.2298	56.0239	64.1892	58.1081	43.2432
6	56.4005	58.1591	58.3942	51.0949	37.9562
7	64.8075	62.3154	64.3599	58.8235	40.8304
8	67.0521	61.2674	70.4626	64.7687	49.8221
9	70.2353	67.7954	73.9437	69.7183	52.8169
10	65.6373	66.5339	71.3781	67.8445	53.0035
11	66.0862	60.5103	66.8942	62.1160	47.7816
12	74.0852	70.2963	77.9026	74.9064	65.1685
13	73.0241	71.4340	78.8732	73.9437	57.7465
14	72.3575	70.0666	75.6184	73.4982	65.0177
15	73.5546	68.5607	76.2542	70.9030	58.8629
16	71.7998	71.7478	77.9923	75.6757	64.8649
17	71.1196	71.4130	78.2288	73.8007	60.5166
18	74.9422	76.2941	79.8535	76.9231	68.8645
19	72.4663	77.7441	81.4815	78.5185	61.4815
20	69.7456	72.3859	80.1418	73.7589	58.1560
21	72.9289	73.4503	79.4326	75.8865	66.6667
22	73.5002	71.3964	80.4196	76.9231	64.3357
23	73.2281	73.4704	81.5603	75.8865	64.5390
24	70.3714	73.3327	79.8507	77.6119	61.1940
25	73.4866	70.5148	79.0378	73.5395	60.4811
26	74.9014	68.2031	76.7677	72.0539	62.6263
27	71.7862	74.0798	79.8561	76.9784	65.4676
28	74.6021	75.6829	82.3105	80.1444	69.3141
29	72.3983	68.5768	78.2007	74.7405	60.2076
30	78.9280	80.1332	84.2491	82.0513	75.4579
31	76.9691	78.7961	83.9858	81.8505	69.7509
32	76.8603	79.7916	84.7826	80.4348	70.2899
33	77.0371	72.4460	80.0000	77.2881	67.7966
34	76.0033	73.4014	82.2695	79.4326	70.2128
35	75.1054	76.3037	82.5623	81.1388	71.1744
36	77.7037	74.1815	81.9788	80.5654	70.6714
37	75.8264	74.7391	81.0997	78.3505	70.1031
38	74.3708	69.7209	77.5510	74.1497	61.9048
39	74.9694	69.6888	77.9310	76.5517	66.8966
40	77.0235	68.9873	79.8680	76.5677	67.9868
41	73.3370	72.2163	80.5556	76.3889	63.8889
42	76.5882	73.1726	80.8362	78.7456	66.8990
43	75.4863	70.2578	78.4053	73.0897	63.7874
44	74.9694	73.6904	80.4124	77.6632	66.6667
45	75.0510	74.3282	80.8511	79.4326	69.5035
46	72.7928	72.5981	79.0541	75.0000	64.8649
47	76.7515	72.7004	82.3529	80.9689	70.5882
48	76.0033	70.0816	80.2721	78.2313	68.0272
49	76.0305	74.3317	80.4054	79.7297	68.2432
50	74.8470	73.2358	80.9859	76.7606	69.0141
