epoch	accu	edit	F1@0.1	F1@0.25	F1@0.5
1	36.2349	42.1728	39.4286	31.4286	16.5714
2	51.4490	40.6680	41.1765	33.9869	24.1830
3	62.8650	49.1110	55.4217	50.0000	31.3253
4	61.0318	57.8948	60.2151	56.6308	37.2760
5	65.0823	56.3404	65.2568	60.4230	42.2961
6	66.5642	60.5153	64.3110	56.5371	42.4028
7	69.5060	60.3902	69.7674	62.4585	49.8339
8	70.7684	66.5838	72.4252	66.4452	45.8472
9	69.8463	62.0617	69.2810	66.0131	50.9804
10	66.8277	63.6808	69.1030	60.4651	43.8538
11	68.1559	70.5083	74.6377	66.6667	49.2754
12	70.2305	68.0832	75.0000	71.6216	54.7297
13	71.8222	58.8990	70.0637	66.2420	51.5924
14	71.1636	63.1581	71.5655	67.0927	51.7572
15	72.7772	64.5486	75.5102	68.7075	51.7007
16	68.7486	57.5696	71.9101	64.4195	47.1910
17	65.9715	56.6693	65.2038	61.4420	43.8871
18	71.1745	59.9967	70.0315	63.7224	51.1041
19	67.4424	72.1220	75.1773	68.7943	56.0284
20	73.8310	69.3207	74.4337	69.9029	56.3107
21	69.9232	71.5824	79.3220	71.8644	56.9492
22	66.0263	72.3791	78.2609	68.1159	57.9710
23	74.7420	69.8114	79.0698	72.4252	58.4718
24	73.0735	65.6846	74.6753	65.5844	54.5455
25	75.2470	74.4744	81.0997	76.2887	58.4192
26	74.9726	67.7225	76.0656	72.1311	57.7049
27	75.6751	72.2325	81.3333	76.6667	58.6667
28	74.6652	70.9777	80.5281	73.2673	54.7855
29	72.8650	68.9072	76.0000	70.0000	52.6667
30	67.3216	62.9946	71.5278	63.1944	49.3056
31	75.5543	64.7990	75.5853	70.2341	60.2007
32	64.5554	55.8582	66.8990	64.1115	48.0836
33	70.7245	64.1828	72.5552	65.6151	48.5804
34	72.2173	58.0071	69.4118	62.9412	48.8235
35	73.4797	68.2257	75.2542	68.4746	52.8814
36	71.4380	61.4011	73.0769	64.7436	50.6410
37	74.9726	62.6757	73.0769	66.6667	57.0513
38	72.2722	64.3609	73.4007	66.6667	53.8721
39	71.5917	60.8616	73.1392	67.9612	54.3689
40	71.9210	55.7493	68.0851	62.6140	51.0638
41	71.7344	63.3278	73.8854	67.5159	56.0510
42	75.4226	58.8811	71.4286	67.7019	54.0373
43	70.3403	57.2658	65.8385	61.4907	50.3106
44	73.2931	66.3330	73.7500	70.0000	53.1250
45	74.7530	61.2018	71.0692	65.4088	54.0881
46	73.1394	68.7965	75.6757	69.5946	54.7297
47	71.9429	60.0992	70.5882	63.1579	53.2508
48	72.0966	61.6029	72.4359	67.3077	53.8462
49	70.7135	59.0941	68.5535	61.6352	49.0566
50	71.2843	63.1881	69.6486	63.2588	49.8403
